datetime,GID_1,viirs_bm_sum_departamento
2013-01-01,SLV_8,6.300633648194232
2013-04-01,SLV_8,7.11518120328216
2013-07-01,SLV_8,6.879695587086451
2013-10-01,SLV_8,6.134679799243373
2014-01-01,SLV_8,6.538772062180922
2014-04-01,SLV_8,6.58223779564148
2014-07-01,SLV_8,7.296323228934392
2014-10-01,SLV_8,6.114994680364079
2015-01-01,SLV_8,6.425101229487956
2015-04-01,SLV_8,7.092983449826919
2015-07-01,SLV_8,6.294251770082579
2015-10-01,SLV_8,6.18529267192712
2016-01-01,SLV_8,6.551435258667106
2016-04-01,SLV_8,5.670652506616333
2016-07-01,SLV_8,7.315859305246406
2016-10-01,SLV_8,6.00559964101797
2017-01-01,SLV_8,6.349554440621328
2017-04-01,SLV_8,7.076416198217989
2017-07-01,SLV_8,6.458470898622589
2017-10-01,SLV_8,6.288910044427605
2018-01-01,SLV_8,6.674744803095016
2018-04-01,SLV_8,6.07392197314797
2018-07-01,SLV_8,6.002194872844415
2018-10-01,SLV_8,6.356748639670027
2019-01-01,SLV_8,6.78246375720884
2019-04-01,SLV_8,6.288598932891065
2019-07-01,SLV_8,6.980283617673241
2019-10-01,SLV_8,6.536166931415917
2020-01-01,SLV_8,6.880359491384054
2020-04-01,SLV_8,6.53842872404398
2020-07-01,SLV_8,6.581010624533912
2020-10-01,SLV_8,6.433447883717867
2021-01-01,SLV_8,6.627687653803691
2021-04-01,SLV_8,6.572903119217155
2021-07-01,SLV_8,6.711347929145587
2021-10-01,SLV_8,6.771516225520841
2022-01-01,SLV_8,7.513018227922227
2022-04-01,SLV_8,7.550832605282354
2022-07-01,SLV_8,2.88343002118051
2022-10-01,SLV_8,6.998275816376749
2023-01-01,SLV_8,7.962271580835696
2023-04-01,SLV_8,7.955915143867298
2023-07-01,SLV_8,8.027248465771775
2023-10-01,SLV_8,7.298143120240407
2024-01-01,SLV_8,7.587391875226865
2024-04-01,SLV_8,5.611662614610684
2024-07-01,SLV_8,7.274395395249958
2024-10-01,SLV_8,6.832734349645631
2025-01-01,SLV_8,7.355532796650445
2025-04-01,SLV_8,6.477997627560811
2025-07-01,SLV_8,6.980102430289323
2012-01-01,SLV_9,8.63247882837026
2012-04-01,SLV_9,9.178858436011403
2012-07-01,SLV_9,8.086224749120905
2012-10-01,SLV_9,8.298046215639898
2013-01-01,SLV_9,8.332332609122219
2013-04-01,SLV_9,8.463720614135765
2013-07-01,SLV_9,7.972547368483747
2013-10-01,SLV_9,8.223816218976483
2014-01-01,SLV_9,8.415514282548134
2014-04-01,SLV_9,8.291894023269235
2014-07-01,SLV_9,8.569904572551252
2014-10-01,SLV_9,8.152367188743002
2015-01-01,SLV_9,8.427587111975782
2015-04-01,SLV_9,8.604417735224017
2015-07-01,SLV_9,8.06846989040379
2015-10-01,SLV_9,8.154604821692105
2016-01-01,SLV_9,8.420271442158096
2016-04-01,SLV_9,7.961928796325867
2016-07-01,SLV_9,8.119633347553933
2016-10-01,SLV_9,8.089255513850196
2017-01-01,SLV_9,8.312123393401256
2017-04-01,SLV_9,8.446335657548309
2017-07-01,SLV_9,8.175507102367185
2017-10-01,SLV_9,8.18663271264341
2018-01-01,SLV_9,8.431526314515658
2018-04-01,SLV_9,8.081772552053982
2018-07-01,SLV_9,7.939478074914525
2018-10-01,SLV_9,8.210442827702849
2019-01-01,SLV_9,8.40786257538822
2019-04-01,SLV_9,8.092599039542195
2019-07-01,SLV_9,8.509359534460117
2019-10-01,SLV_9,8.235890763280107
2020-01-01,SLV_9,8.441823130342536
2020-04-01,SLV_9,8.16556819983126
2020-07-01,SLV_9,8.23059076556832
2020-10-01,SLV_9,8.141413973672874
2021-01-01,SLV_9,8.334469053005899
2021-04-01,SLV_9,8.001465998984777
2021-07-01,SLV_9,8.155868542610529
2021-10-01,SLV_9,8.353361486877539
2022-01-01,SLV_9,8.672921474908803
2022-04-01,SLV_9,8.256502769464934
2022-07-01,SLV_9,7.353732089658612
2022-10-01,SLV_9,8.531152055010741
2023-01-01,SLV_9,9.09634635485801
2023-04-01,SLV_9,8.924988609457714
2023-07-01,SLV_9,9.17309232327421
2023-10-01,SLV_9,8.809458951070415
2024-01-01,SLV_9,9.025170942787545
2024-04-01,SLV_9,8.177665588772715
2024-07-01,SLV_9,9.103826685191427
2024-10-01,SLV_9,8.783962978671475
2025-01-01,SLV_9,8.930822711668034
2025-04-01,SLV_9,8.507123230197688
2025-07-01,SLV_9,8.14104675117866
